Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Rented Apartments,NORTHWOOD RESIDENCE,"NO 414/1, ROMEN PARK, MUDUKATUWA, MARAWILA",3,SUPERIOR,Puttalam,Nattandiya Pradeshiya Sabha,Nattandiya Divisional Secretariat,79.831006,7.391675
Rented Apartments,SELFCATE-KANDY,"NO. 29/262A, SHANTHI KUMAR RAMASINGHE MAWATHA, AMPITIYA ROAD, KANDY",6,SUPERIOR,Kandy,Kandy,Gagawata,80.651033,7.28552
Rented Apartments,ERONEE VILLA,"SRI DHARMA VIJAYARAMA MAWATHA, SOORIYAGODA, BENTOTA.",1,STANDARD,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.998414,6.416431
Rented Apartments,SEA VIEW APARTMENT RESIDENCIES,"BEN TOWER 7/2,28,RAMAKRISHNA ROAD,COLOMBO 06",2,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
Rented Apartments,PEACE HEAVEN,"NO.26/672, PARADISE GATE, KALUTARA SOUTH.",2,STANDARD,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
Rented Apartments,SEA SHELL APARTMENT,"APARTMENT NO.5/2 (FIFTH FLOOR), NO.28, RAMAKRISHNA ROAD, WELLAWATTE, COLOMBO 06.",2,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Colombo Divisional Secretariat,NULL,NULL
Rented Apartments,SEA BREEZE APARTMENT,"APARTMENT 4/2, NO.34, EBENEZER PLACE, DEHIWALA.",2,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL
Rented Apartments,RAINBOW APARTMENT,"APARTMENT NO.1/5 (FIRST FLOOR), NO.34, EBENEZER PLACE, DEHIWALA.",1,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL
Rented Apartments,SEA HORSE APARTMENT,"APARTMENT NO. 10/9 (TENTH FLOOR), NO.28, RAMAKRISHNA ROAD, WELLAWATTE, COLOMBO 06",2,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL
Rented Apartments,"MALLIKA'S PLACE,","FIRST FLOOR APARTMENT, 106/1, SAMPATHA NIVASA, PALANGATHURE, KOCHCHIKADE.",1,STANDARD,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
Rented Apartments,THE RESIDENCE,"NO.471 4/1,GALLE ROAD,COLOMBO 03",5,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
Rented Apartments,OCEAN BREEZE COLOMBO,"APT.8/2, BEN TOWER,#28 RAMAKRISHNA ROAD,WELLAWATTE, COLOMBO.",2,STANDARD,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
Rented Apartments,VISHWARA RESIDENCE,"NO:571,SIYABALAPE ROAD,HEIYANTHUDUWA",4,DELUXE,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
Rented Apartments,VILLA MOUNT ROSE,"NO:9/22 E,WEWALWALA ROAD,BATAGANVILA,GALLE.",3,DELUXE,Galle,Galle,Galle Divisional Secretariat,80.210731,6.057249
Rented Apartments,VILLA 37,"NO. 37, DEVOS AVENUE, BAMBALAPITIYA, COLOMBO 04.",4,SUPERIOR,Colombo,MC,Thimbirigasyaya Divisional Secretariat,NULL,NULL
Rented Apartments,GALAGODA WALAWWA,"PUWAKMOTE, YATAGAMA, RAMBUKKANA",1,SUPERIOR,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,NULL,NULL
Rented Apartments,MY HOLIDAY,"31/A, CLIFFORD PLACE, COLOMBO 04.",8,DELUXE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,NULL,NULL
Rented Apartments,SIGIRI LION LODGE,"NO. 186, MAIN ROAD, SIGIRIYA.",8,STANDARD,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,NULL,NULL
Rented Apartments,STUDIO 165,"NO 165/2/1, D.S. SENANAYAKE VEEDIYA, KANDY",1,DELUXE,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
Rented Apartments,WICK'S RESIDENCE,"106 B, RANAWANA, KATUGASTOTA",1,SUPERIOR,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,NULL,NULL
Rented Apartments,BEE VIEW HOME STAY,"71/B/1-A, HANTHANA HOUSING SCHEME, HANTHANA, KANDY",2,SUPERIOR,Kandy,Gagawata Koralya,Gagawata,NULL,NULL
Rented Apartments,RIVER SIDE HOME STAY APPARTMENT,"5/2A, MALIGATHENNE WATTHA,GANGA ADDARA MW,LEWELLEGAMA,GUNNEPANA",2,STANDARD,Kandy,Kundasle,Kundasale Divisional Secretariat,NULL,NULL
Rented Apartments,RANGIRAYA,"226E, HORANA ROAD, PILIYANDALA",2,DELUXE,Colombo,Kesbewa,Kesbewa Divisional Secretariat,NULL,NULL
Rented Apartments,THE NUMBER 8 APARTMENTS,"NO:08, BEACH ROAD, MOUNT LAVINIA",4,STANDARD,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.865395,6.842628
Rented Apartments,@ IDDAMAL,"10A, IDDAMAL MAWATHA, OFF TEMPLERS ROAD, MT LAVANIA",4,SUPERIOR,Colombo,MC,Ratmalana Divisional Secretariat,79.879081,6.827457
Rented Apartments,S & D RENTED TOURIST APPARTMENT,"45 1/1, GALLAGE MAWATHA, MIRIHANA, NUGEGODA",2,DELUXE,Colombo,MC,Maharagama Divisional Secretariat,NULL,NULL
Rented Apartments,SEA LION APARTMENT,"APARTMENT NO.3/4, (THIRD FLOOR), NO.34, EBENEZER PLACE, DEHIWALA.",3,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.880083,6.830118
Rented Apartments,LANKA HOLIDAY HOMES,"9B-9B1/1, 1ST CROSS STREET,KANDAWALA ROAD,RATHMALANA",3,STANDARD,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,NULL,NULL
Rented Apartments,SUNLIGHT APARTMENT,"NO.18,ABDUL GAFOOR MAWATHA,COLOMBO 03",4,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,79.850682,6.912815
Rented Apartments,RANMAL HOLIDAYS,"122/5 2/1, LAKE EDGE RESIDENCIES,ATTIDIYA ROAD,BELANTHARA,DEHIWALA",2,STANDARD,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.8846,6.851271
Rented Apartments,CHAYA HILLS KANDY,"ROSLIN HILL ESTATE,HINDAGALA,PERADENIYA,KANDY",6,SUPERIOR,Kandy,Kandy,Gagawata,80.602142,7.237552
Rented Apartments,STAR CITY VILLA,"475/15, ELVITIGALA MAWATHA, COLOMBO 05",4,SUPERIOR,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.876824,6.889027
Rented Apartments,COLOMBO SEA VIEW APARTMENT,"48-8/1,HAIG ROAD,BAMBALAPITIYA",3,DELUXE,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.854882,6.900996
Rented Apartments,PEARL OCEAN APARTMENT,"APARTMENT NO. 4/1 (FORTH FLOOR),NO. 28 RAMAKRISHNA ROAD, WELLAWATTA,COLOMBO 6",4,SUPERIOR,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,NULL,NULL
Rented Apartments,CITY BEDS,"NO. 20 3/1, REGENT BUILDING,,PARSONS ROAD,COLOMBO 02",3,SUPERIOR,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
Rented Apartments,HAWK HOLIDAYS,"20 2/3, REGENT BUILDING,REGENT FLATS, PARSONS ROAD,COLOMBO 02",3,STANDARD,Colombo,Colombo,Colombo Divisional Secretariat,,NULL
Rented Apartments,AV 15,"NO. 18, ALEXANDRA ROAD, COLOMBO 06",24,DELUXE,Colombo,Colombo,Colombo Divisional Secretariat,NULL,NULL
Rented Homes,TRAVELLERS REST HOME,"13C, BUWANEKABA ROAD, SINGHEPITIYA, GAMPOLA",3,STANDARD,Kandy,Gampola,Kandy Divisional Secretariat,80.5606323,7.1593573
Rented Homes,LEISURE INN,"NO 35, KONGASWATTE, MELEGAMA, WADDUWA",3,STANDARD,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
Rented Homes,AIRPORT NEAR REST,"245/31, CHURCH ROAD, RANAWIRU MAWATHA, LIYANAGEMULLA, SEEDUWA",1,STANDARD,Gampaha,Seeduwa,Katana Divisional Secretariat,79.8752832,7.1366583
Rented Homes,AVON VILLA,"NO. 61/30, THUDUWEGODA ROAD, AMARASENA MAWATHA, HIKKADUWA",3,STANDARD,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100697,6.139111
Rented Homes,SAVENRA GARDEN RESORT,"13A, RATHABALAHENA ESTATE, PADUKKA ROAD, GODAGAMA, MEEGODA.",5,SUPERIOR,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.0366513,6.8501663
Rented Homes,COZY BEDS,"NO 29/ 2A, CHAPEL ROAD, NUGEGODA.",4,SUPERIOR,Colombo,Kotte Muncipal Council,Nugegoda Divisional Secretariat,79.8924142,6.8720807
Tourist Hotels,THE GATEWAY HOTEL AIRPORT GARDEN COLOMBO,"234/238, COLOMBO-NEGOMBO ROAD, SEEDUWA",309,,Gampaha,Negombo,Negombo Divisional Secretariat,79.86942,7.143205
Tourist Hotels,CORAL ROCK BY BANSEI,"NO.340, GALL ROAD, HIKKADUWA",30,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.100061,6.134378
Tourist Hotels,LAVENDISH WILD SAFARI HOTEL,"NO 01 ELA, HANDUNGAMUWA, WASGAMUWA, MATALE",24,,Matale,Matale,Matale Divisional Secretariat,80.925984,7.618698
Tourist Hotels,SIDDHALEPA AYURVEDA HEALTH RESORT,"SAMANTHARA ROAD, WADDUWA",50,,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.935723,6.642573
Tourist Hotels,ROYAL PALMS BEACH HOTEL,"DE ABREW ROAD, WASKADUWA, KALUTARA",123,,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.948656,6.610027
Tourist Hotels,SEA LOTUS PARK HOTEL,"NO.33,ALLESGARDEN,TRINCOMALEE.",25,,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.218406,8.614524
Tourist Hotels,PARADISE RESORT PASIKUDAH,"COCONUT BOARD ROAD,PASSIKUDHA.",42,,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat,NULL,NULL
Tourist Hotels,AVANI KALUTARA RESORT,"40,ST. SEBASTIANS ROAD,KATUKURUNDA, KALUTARA",105,,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.960416,6.568479
Tourist Hotels,HOTEL LANKA PARADISE,"1/9, AMARASENA MAWATHA, HIKKADUWA.",21,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.102984,6.139194
Tourist Hotels,WELCOMBE HOTEL,"NO. 66, LOWER ROAD, ORRS HILL, TRINCOMALEE",20,,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.215834,8.570034
Tourist Hotels,THILANKA RESORTS & SPA,"NO.51,GODAWALAYAYA,MORAGOLLA,DAMBULLA.",12,,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.6552693,7.8221483
Tourist Hotels,HOTEL LANKA SUPER CORALS,"NO.390,GALLE ROAD,HIKKADUWA.",100,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.102295,6.129903
Tourist Hotels,ELEPHANT REACH HOTEL,"YALA JUNCTION,KIRINDA TISSAMAHARAMA.",28,,Hambantota,Hambantota,Thissamaharama Divisional Secretariat,81.331186,6.228965
Tourist Hotels,JETWING BEACH,"ETHUKALA,NEGOMBO.",78,,Gampaha,Negombo,Negombo Divisional Secretariat,79.841713,7.243757
Tourist Hotels,JETWING LIGHTHOUSE,"DADELLA,GALLE.",85,,Galle,Galle,Galle Divisional Secretariat,80.194348,6.042663
Tourist Hotels,JETWING LAGOON,"PAMUNUGAMA ROAD, THALHENA,NEGOMBO.",55,,Gampaha,Negombo,Negombo Divisional Secretariat,79.8237105,7.1680341
Tourist Hotels,THE SAFARI,TISSAMAHARAMA,57,,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.291211,6.287747
Tourist Hotels,THE LAKE,"NEW TOWN, POLONNNARUWA.",40,,Polonnaruwa,Polonnaruwa,Thamankaduwa Divisional Secretariat,80.992612,7.924354
Tourist Hotels,SERENE GRAND HOTEL,"NO.113, RAJAPIHILLA MAWATHA, KANDY",21,,Kandy,Kandy,Kandy Divisional Secretariat,80.641491,7.286564
Tourist Hotels,DICKWELLA RESORT,"BATEEGAMA,DICKWELLA.",61,,Matara,Matara,Dickwella Divisional Secretariat,80.685998,5.959117
Tourist Hotels,AYURVEDA PARAGON,"P.O.BOX 01, 80615, TALPE",82,,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.284404,5.995887
Tourist Hotels,THE TOURMALINE,"ANNIEWATTE, KANDY",24,,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.625623,7.291288
Tourist Hotels,JETWING AYURVEDA,"NO.14, ETTHUKALA, NEGOMBO",12,,Gampaha,Negombo,Negombo Divisional Secretariat,79.841884,7.236983
Tourist Hotels,GREEN PARADISE AGRO ECO HOTEL,"KUBUKKADANWALA,DAMBULLA.",67,,Matale,Matale,Matale Divisional Secretariat,80.733751,7.899706
Tourist Hotels,CORAL SANDS HOTEL,"326,GALLE ROAD,HIKKADUWA.",72,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.099676,6.136629
Tourist Hotels,ROYAL CASTLE,"140,LEWIS PLACE,NEGOMBO.",20,,Gampaha,Negombo,Negombo Divisional Secretariat,79.840848,7.228003
Tourist Hotels,PELWEHERA VILLAGE RESORT,"BULAGALA JUNCTION,PELWEHERA,DAMBULLA.",16,,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.669359,7.903622
Tourist Hotels,HOTEL THILANKA,"NO.3,SANGAMITTA MAWATHA,KANDY.",86,,Kandy,Kandy,Kandy Divisional Secretariat,80.645743,7.291327
Tourist Hotels,TURYAA - KALUTARA,"KUDAWASKADUWA, KALUTARA",96,,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.9387718,6.6289085
Tourist Hotels,BANDARAWELA HOTEL,"NO 14, WELIMADA ROAD, BANDARAWELA",33,,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,80.989062,6.831583
Tourist Hotels,HARIDRA RESORT & SPA,"921,PARALLEL ROAD,POHODDARAMULLA,WADDUWA.",32,,Kalutara,Kalutara Pradeshiya Sabha,Wadduwa,79.934133,6.644964
Tourist Hotels,UNAWATUNA BEACH RESORT,"PARANGIYAWATTA,UNAWATUNA,GALLE",73,,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.2470003,6.0104413
Tourist Hotels,HIKKADUWA BEACH HOTEL,"298,GALLE ROAD,HIKKADUWA",52,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.099433,6.138497
Tourist Hotels,PALM PARADISE CABANAS,"GOYAMBOKKA,TANGALLE",22,,Hambantota,Hambantota,Tangalle Divisional Secretariat,80.7802,6.009518
Tourist Hotels,AIDA HOTEL,"NO.12A,MANGALA MAWATHA,BENTOTA",34,,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.9960523,6.4245209
Tourist Hotels,AIDA HOTEL-INDURUWA,"NO.798,GALLE ROAD,YALEGAMA,INDURUWA",10,,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,NULL,NULL
Tourist Hotels,ALPINE HOTEL,"NO.4 ,HADDON HILL ROAD,NUWARAELIYA",25,,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.7637973,6.9625923
Tourist Hotels,CITRUS - HIKKADUWA,"NO.400,GALLE ROAD,HIKKADUWA",54,,Galle,Galle,Hikkaduwa Divisional Secretariat,80.102953,6.129744
Tourist Hotels,AMBALAMA LEISURE LOUNGE,"IHALA HANWELLA,HANWELLA",14,,Colombo,Colombo,Colombo Divisional Secretariat,80.095664,6.912643
Tourist Hotels,AYURVEDA WALAUWA,"WARAHENA,BENTOTA",20,,Galle,Galle,Benthota Divisional Secretariat,79.999999,6.42
Tourist Hotels,BARBERYN AYURVEDIC BEACH RESORT,"KAPPARATOTA,WELIGAMA",60,,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.407254,5.959899
Tourist Hotels,BINVINO,"GAMPOLA WATTA, NARANVITA, GAMPOLA.",25,,Kandy,Kandy,Doluwa Divisional Secretariat,80.589352,7.167381
Tourist Hotels,CLUB PARADISE HOTEL,"NATIONAL HOLIDAY RESORT,BENTOTA",24,,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.9894613,6.4373579
Tourist Hotels,HOTEL COUNTRY COMFORT,"32,POLICE STATION ROAD,ELLA",18,,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.048373,6.876185
Tourist Hotels,DREAM BEACH HOTEL,"NO.509,GALLE ROAD AMBALANGODA",24,,Galle,Galle,Ambalangoda Divisional Secretariat,80.046462,6.245428
Tourist Hotels,HOTEL EVA LANKA,"HOTEL EVA LANKA,TANGALLE ROAD,TANGALLE.",29,,Hambantota,Hambantota,Tangalle Divisional Secretariat,80.762216,6.002818
Tourist Hotels,HOTEL EDEN GARDEN,"SIGIRIYA ROAD,INAMALUWA,DAMBULLA",36,,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.688691,7.929571
Tourist Hotels,ELLA JUNGLE RESORT,"UVA,KARANDAGOLLA,ELLA",22,,Badulla,Badulla,Badulla Divisional Secretariat,81.0715806,6.8268869
Tourist Hotels,GOLDEN STAR BEACH HOTEL,"NO.163,LEWIS PLACE,NEGOMBO",62,,Gampaha,Negombo,Negombo Divisional Secretariat,79.840343,7.226821
Tourist Hotels,HANTANE SHADOW RESORT,"SPRING HILL ESTATE,HEERASSAGALA,KANDY",11,,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.632433,7.261332
Tourist Hotels,HELGAS FOLLY,"NO.70,RAJAPIHILLA MAWATHA,KANDY.",25,,Kandy,Kandy,Ganga Ihala Korale Divisional Secretariat,80.646196,7.284489
Tourist Hotels,BAY BEACH HOTEL,"KAPPARATOTA,WELIGAMA",60,,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.418936,5.959292
Tourist Hotels,HILL CLUB,"29,GRAND HOTEL ROAD,NUWARAELIYA",39,,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.763416,6.970311
Tourist Hotels,POLONNARUWA HOLIDAY INN,"POLONNARUWA HOLIDAY INN, BENDIWEWA, POLONNARUWA",24,,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.988284,7.959284
Tourist Hotels,HOTEL CHANDRIKA,"KATARAGAMA ROAD, TISSAMAHARAMA",20,,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.331018,6.412938
Tourist Hotels,HOTEL CHATHUMEDURA VILLAGE INN,"NO.258/1,IHALAYAGODA,YAGODA",22,,Gampaha,Gampaha,Gampaha Divisional Secretariat,80.000686,7.053018
Tourist Hotels,HOTEL HEMALEE,"POLONNARUWA ROAD,GIRITALE",16,,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,80.926184,7.995609
Tourist Hotels,OLYMPUS PLAZA HOTEL,"NO.75,WELIMADA ROAD,HAPUTALE",30,,Badulla,Haputale,Haputale Divisional Secretariat,80.952255,6.766203
Tourist Hotels,HOTEL SANSINDA,"AKURUGODA,TISSAMAHARAMAYA",18,,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,NULL,NULL
Tourist Hotels,INDURUWA BEACH RESORT,"GALLE ROAD,KAIKAWALA,INDURUWA",90,,Galle,Galle,Galle Divisional Secretariat,80.008537,6.376688
Tourist Hotels,INSIGHT,"NO.67,MATARA ROAD,AHANGAMA.",32,,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.359938,5.973159
Tourist Hotels,KOSGODA BEACH RESORT,"P.O.BOX.1,NUPE,KOSGODA",50,,Galle,Galle,Balapitiya Divisional Secretariat,80.024891,6.341
Tourist Hotels,LAYA LEISURE - KUKULEGANGA,"AUSKVALLY,MOLAKAWA",64,,Kalutara,Kalutara Pradeshiya Sabha,Baduraliya,80.233872,6.582918
Tourist Hotels,KUMUDU VALLEY RESORT,"THALDEKA ROAD,NAINAMADAMA",10,,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,79.840704,7.305658
Tourist Hotels,LANKA PRINCESS HOTEL,"KALUWAMODARA,BERUWELA",94,,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.989498,6.443611
Tourist Hotels,RICHRON BEACH HOTEL,"BEACH ROAD,MARAWILA",25,,Puttalam,Nattandiya Pradeshiya Sabha,Nattandiya Divisional Secretariat,79.81845,7.40603
Tourist Hotels,LAWRENCE HILL PARADISE,"47,WAULAGODA MIDDLE ROAD,HIKKADUWA",14,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.1012754,6.1346957
Tourist Hotels,NAVRO BEACH RESORT,"NO.40,BEACH ROAD,PANADURA",24,,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.902238,6.713466
Tourist Hotels,HERITANCE AYURVEDA MAHAGEDARA,"GALLE ROAD,MORAGALLE,BERUWALA",64,,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.985631,6.446616
Tourist Hotels,THE TAMARIND TREE,"NO 1, ADIAMBALAMA ESTATE, YATIYANA, MINUWANGODA.",57,,Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat,79.918624,7.182871
Tourist Hotels,SILVAS BEACH HOTEL,"NO.16,ETHUKALA,NEGOMBO",17,,Gampaha,Negombo,Negombo Divisional Secretariat,79.8365076,7.2336371
Tourist Hotels,STAR DUST BEACH HOTEL,"ARUGAMBAY,POTTUVIL",11,,Ampara,Ampara,Pottuvil Divisional Secretariat,81.831336,6.850021
Tourist Hotels,OASIS BEACH RESORT,"31,PORUTOTA ROAD,ETHUKALA,NEGOMBO",40,,Gampaha,Katunayake-Seeduwa,Negombo Divisional Secretariat,79.841527,7.239711
Tourist Hotels,98 ACRES RESORT,"UVA GREENLANDS ESTATE,NAMUNUKULA ROAD,ELLA",28,,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0602823,6.8712053
Tourist Hotels,OCEAN BEACH CLUB,"PATUWATHA,DODANDUWA,HIKADUWA",16,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.118766,6.116199
Tourist Hotels,ORIENT HOTEL,"NO.12,DHARMAPALA MAWATHA,BANDARAWELA",35,,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,80.987658,6.833521
Tourist Hotels,AMAGI LAGOON RESORT AND SPA,"640/82,COLOMBO ROAD,KURANA,NEGAMBO",22,,Gampaha,Negombo,Negombo Divisional Secretariat,79.85484,7.190497
Tourist Hotels,THE RAINFOREST,"ENSELWATTE ESTATE, DENIYAYA.",16,,Matara,Kotapola Pradeshiya Sabha,Kotapola Divisional Secretariat,80.596512,6.389513
Tourist Hotels,KAMILI BEACH VILLA,"NO.531,FIRST STATION ROAD,WASKADUWA,KALUTARA",24,,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.940258,6.629886
Tourist Hotels,STAR LIGHT HOTEL,"GALLE ROAD,80615,TALPE",14,,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.271503,5.998994
Tourist Hotels,RANDIYA HOTEL,"394/19A,MUDITHA MAWATHA,ANURADHAPURA",14,,Anuradhapura,Anuradhapura,Anuradhapura East,80.418003,8.330308
Tourist Hotels,P.T. GARDEN HOTEL,"NO.540A/4,SAMURDHI MAWATHA,WALGAMA,MALWANA",21,,Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat,80.005875,6.963166
Tourist Hotels,CORAL REEF BEACH HOTEL,"336,GALLE ROAD,HIKKADUWA",30,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,NULL,NULL
Tourist Hotels,PEACOCK BEACH HOTEL LTD,"TISSA ROAD,HAMBANTOTA",111,,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.131521,6.133387
Tourist Hotels,HOTEL PICTURESQUE,"NO:503,THEMBILIYANA ESTATE,DEHIOWITA",10,,Kegalle,Dehiowita Pradeshiya Sabha,Dehiovita Divisional Secretariat,80.242826,6.965811
Tourist Hotels,PRINCE HOTEL BANDARAWELA,"BADULLA ROAD,BINDUNUWEWA,BANDARAWELA",30,,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.009061,6.832354
Tourist Hotels,QUEENS HOTEL,"NO:04,DALADA VEEDIYA,KANDY",67,,Kandy,Kandy,Gagawata,80.638068,7.293287
Tourist Hotels,RAMADA KATUNAYAKE,"842,NEGOMBO ROAD,SEEDUWA",56,,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,79.881486,7.111464
Tourist Hotels,PALM GROOVE HOLIDAY INN,"ARUGAMBAY,POTUVIL",23,,Ampara,Ampara,Pottuvil Divisional Secretariat,81.828488,6.837743
Tourist Hotels,PALM VILLAGE HOTEL,"262,OLD COLOMBO RD,USWETAKEIYAWA",50,,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,79.860648,7.034292
Tourist Hotels,HOTEL RANATHISARA,"NO:51,KANDY RD,NITTAMBUWA",12,,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,80.096877,7.14695
Tourist Hotels,HOTEL SUDU ARALIYA,"NEWTOWN,POLONNARUWA",104,,Polonnaruwa,Polonnaruwa,Thamankaduwa Divisional Secretariat,80.993733,7.923266
Tourist Hotels,HOTEL SUNSET BEACH,"NO.5, CARRON PLACE, LEWIS ROAD,NEGOMBO.",35,,Gampaha,Negombo,Negombo Divisional Secretariat,79.839776,7.225328
Tourist Hotels,HOTEL SUISSE,"NO:30,SANGARAJA MAWATHA,KANDY",90,,Kandy,Kandy,Gagawata,80.642924,7.288387
Tourist Hotels,TALALLA RETREAT CENTRE,"SAMPAYA HOUSE, TALALLA SOUTH, GANDARA.",32,,Matara,Matara,Matara Divisional Secretariat,80.620954,5.943955
Tourist Hotels,SERENE PAVILIONS,"NO20,UPALI MAWATHA,WADDUWA",15,,Kalutara,Kalutara Pradeshiya Sabha,Panadura Divisional Secretariat,79.922221,6.671541
Tourist Hotels,AVENRA BEACH HOTEL,"NO 714, NARIGAMA HIKKADUWA",62,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.111157,6.123829
Tourist Hotels,THE PRIVILEGE,"260,SAMANTHARA ROAD,MOLLIGODA,WADDUWA.",25,,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.931298,6.653508
Tourist Hotels,SEA GARDEN HOTEL,"ETHUKALA,NEGOMBO",27,,Gampaha,Gampaha,Negombo Divisional Secretariat,79.857376,7.265322
Tourist Hotels,THE ROCK,"60,UNIQUE VIEW RD,NUWARAELIYA",10,,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.76234,6.963454
